work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2024,SE,FT,Data Engineer,141000,USD,141000,US,100,US,M
2024,MI,FT,Business Intelligence Manager,140000,USD,140000,US,100,US,M
2024,MI,FT,Business Intelligence Manager,100000,USD,100000,US,100,US,M
2024,EN,FT,Data Analyst,100000,USD,100000,US,100,US,M
2024,EN,FT,Data Analyst,90000,USD,90000,US,100,US,M
2024,SE,FT,Data Engineer,135000,USD,135000,US,0,US,M
2024,SE,FT,Data Engineer,115000,USD,115000,US,0,US,M
2024,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
2024,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M
2024,SE,FT,Data Scientist,240901,USD,240901,US,100,US,M
2024,SE,FT,Data Scientist,168630,USD,168630,US,100,US,M
2024,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
2024,MI,FT,Data Analyst,90000,USD,90000,US,0,US,M
2024,EX,FT,Head of Data,312300,USD,312300,US,100,US,M
2024,EX,FT,Head of Data,269000,USD,269000,US,100,US,M
2024,EX,FT,Data Engineer,273600,USD,273600,US,100,US,M
2024,EX,FT,Data Engineer,182400,USD,182400,US,100,US,M
2024,SE,FT,Data Architect,184000,USD,184000,US,0,US,M
2024,SE,FT,Data Architect,123000,USD,123000,US,0,US,M
2024,SE,FT,Research Engineer,250000,USD,250000,US,100,US,M
2024,SE,FT,Research Engineer,150000,USD,150000,US,100,US,M
2024,SE,FT,Business Intelligence Analyst,140000,USD,140000,US,100,US,M
2024,SE,FT,Business Intelligence Analyst,100000,USD,100000,US,100,US,M
2024,SE,FT,Data Scientist,202500,USD,202500,US,0,US,M
2024,SE,FT,Data Scientist,135000,USD,135000,US,0,US,M
2024,MI,FT,Data Engineer,159550,USD,159550,US,0,US,M
2024,MI,FT,Data Engineer,113000,USD,113000,US,0,US,M
2024,MI,FT,Data Science,75000,USD,75000,US,100,US,M
2024,MI,FT,Data Science,55000,USD,55000,US,100,US,M
2024,EX,FT,Data Engineer,253900,USD,253900,US,0,US,M
2024,EX,FT,Data Engineer,145100,USD,145100,US,0,US,M
2024,MI,FT,Research Scientist,138000,USD,138000,US,0,US,M
2024,MI,FT,Research Scientist,86000,USD,86000,US,0,US,M
2024,SE,FT,Research Scientist,179000,USD,179000,US,0,US,M
2024,SE,FT,Research Scientist,112000,USD,112000,US,0,US,M
2024,EN,FT,Data Management Analyst,105000,USD,105000,CA,0,CA,M
2024,EN,FT,Data Management Analyst,80800,USD,80800,CA,0,CA,M
2024,EN,FT,Data Analyst,64500,USD,64500,US,0,US,M
2024,EN,FT,Data Analyst,46500,USD,46500,US,0,US,M
2024,SE,FT,Data Engineer,120750,USD,120750,US,0,US,M
2024,SE,FT,Data Engineer,85000,USD,85000,US,0,US,M
2024,SE,FT,Data Architect,180000,USD,180000,US,100,US,M
2024,SE,FT,Data Architect,144000,USD,144000,US,100,US,M
2024,SE,FT,Data Analyst,144606,USD,144606,US,0,US,M
2024,SE,FT,Data Analyst,128539,USD,128539,US,0,US,M
2024,MI,FT,BI Developer,79400,USD,79400,US,0,US,M
2024,MI,FT,BI Developer,55600,USD,55600,US,0,US,M
2024,MI,FT,Data Engineer,131700,USD,131700,US,0,US,M
2024,MI,FT,Data Engineer,84000,USD,84000,US,0,US,M
2024,SE,FT,Data Science,206000,USD,206000,US,0,US,M
2024,SE,FT,Data Science,106605,USD,106605,US,0,US,M
2024,MI,FT,Data Analyst,179000,USD,179000,US,0,US,M
2024,MI,FT,Data Analyst,112000,USD,112000,US,0,US,M
2024,SE,FT,Business Intelligence,120750,USD,120750,US,0,US,M
2024,SE,FT,Business Intelligence,85000,USD,85000,US,0,US,M
2024,SE,FT,Research Scientist,175000,USD,175000,US,0,US,M
2024,SE,FT,Research Scientist,118000,USD,118000,US,0,US,M
2024,SE,FT,Data Analyst,194000,USD,194000,US,0,US,M
2024,SE,FT,Data Analyst,122000,USD,122000,US,0,US,M
2024,SE,FT,Business Intelligence,142250,USD,142250,US,0,US,M
2024,SE,FT,Business Intelligence,100000,USD,100000,US,0,US,M
2024,MI,FT,Data Scientist,99000,USD,99000,US,0,US,M
2024,MI,FT,Data Scientist,87000,USD,87000,US,0,US,M
2024,EN,FT,Research Engineer,118400,USD,118400,US,0,US,M
2024,EN,FT,Research Engineer,64000,USD,64000,US,0,US,M
2024,MI,FT,Machine Learning Engineer,176000,USD,176000,US,0,US,M
2024,MI,FT,Machine Learning Engineer,72700,USD,72700,US,0,US,M
2024,SE,FL,Manager Data Management,3000000,INR,36014,IN,100,IN,S
2024,MI,FT,Data Engineer,145000,USD,145000,US,0,US,M
2024,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M
2024,EN,FT,Research Analyst,126225,USD,126225,US,0,US,M
2024,EN,FT,Research Analyst,61846,USD,61846,US,0,US,M
2024,SE,FT,Data Analyst,114200,USD,114200,US,0,US,M
2024,SE,FT,Data Analyst,92900,USD,92900,US,0,US,M
2024,SE,FT,Data Engineer,219700,USD,219700,US,0,US,M
2024,SE,FT,Data Engineer,137300,USD,137300,US,0,US,M
2024,SE,FT,Business Intelligence Engineer,108500,USD,108500,US,0,US,M
2024,SE,FT,Business Intelligence Engineer,78800,USD,78800,US,0,US,M
2024,MI,FT,Data Scientist,44263,GBP,55328,ZA,0,ZA,M
2024,MI,FT,Data Scientist,33966,GBP,42457,ZA,0,ZA,M
2024,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M
2024,SE,FT,Data Analyst,85000,USD,85000,US,0,US,M
2024,MI,FT,Data Quality Manager,50000,EUR,55555,ES,0,ES,M
2024,MI,FT,Data Quality Manager,40000,EUR,44444,ES,0,ES,M
2024,SE,FT,Data Modeler,155000,USD,155000,US,100,US,M
2024,SE,FT,Data Modeler,140000,USD,140000,US,100,US,M
2024,MI,FT,Data Analytics Manager,128000,USD,128000,US,0,US,M
2024,MI,FT,Data Analytics Manager,81500,USD,81500,US,0,US,M
2024,MI,FT,Business Intelligence Analyst,95000,USD,95000,US,100,US,M
2024,MI,FT,Business Intelligence Analyst,68000,USD,68000,US,100,US,M
2024,EN,FT,Data Scientist,194500,USD,194500,US,0,US,M
2024,EN,FT,Data Scientist,125500,USD,125500,US,0,US,M
2024,MI,FT,Data Scientist,187000,USD,187000,US,0,US,M
2024,MI,FT,Data Scientist,153000,USD,153000,US,0,US,M
2024,SE,FT,Data Architect,146000,USD,146000,US,0,US,M
2024,SE,FT,Data Architect,128000,USD,128000,US,0,US,M
2024,MI,FT,Data Scientist,130500,USD,130500,US,0,US,M
2024,MI,FT,Data Scientist,96000,USD,96000,US,0,US,M
2024,SE,FT,Business Intelligence Analyst,140000,USD,140000,US,100,US,M
2024,SE,FT,Business Intelligence Analyst,105000,USD,105000,US,100,US,M
2024,SE,FT,Data Engineer,153000,USD,153000,US,100,US,M
2024,SE,FT,Data Engineer,122000,USD,122000,US,100,US,M
2024,SE,FT,Data Science Engineer,190000,USD,190000,US,100,US,M
2024,SE,FT,Data Science Engineer,126000,USD,126000,US,100,US,M
2024,MI,FT,Research Engineer,108100,USD,108100,US,0,US,M
2024,MI,FT,Research Engineer,60800,USD,60800,US,0,US,M
2024,MI,FT,Data Scientist,170000,USD,170000,US,100,US,M
2024,MI,FT,Data Scientist,100000,USD,100000,US,100,US,M
2024,SE,FT,Data Scientist,208000,USD,208000,US,0,US,M
2024,SE,FT,Data Scientist,175000,USD,175000,US,0,US,M
2024,SE,FT,Research Engineer,485000,USD,485000,US,0,US,M
2024,SE,FT,Research Engineer,280000,USD,280000,US,0,US,M
2024,SE,FT,Robotics Engineer,240000,USD,240000,US,0,US,M
2024,SE,FT,Robotics Engineer,160000,USD,160000,US,0,US,M
2024,SE,FT,Data Scientist,239000,USD,239000,US,0,US,M
2024,SE,FT,Data Scientist,177000,USD,177000,US,0,US,M
2024,SE,FT,Data Engineer,135000,USD,135000,US,100,US,M
2024,SE,FT,Data Engineer,110000,USD,110000,US,100,US,M
2024,MI,FT,Data Scientist,177300,USD,177300,US,0,US,M
2024,MI,FT,Data Scientist,136300,USD,136300,US,0,US,M
2024,SE,FT,Data Scientist,250944,USD,250944,US,100,US,M
2024,SE,FT,Data Scientist,178538,USD,178538,US,100,US,M
2024,SE,FT,Data Scientist,180000,USD,180000,US,100,US,M
2024,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
2024,SE,FT,Data Engineer,250000,USD,250000,US,100,US,M
2024,SE,FT,Data Engineer,180700,USD,180700,US,100,US,M
2024,EX,FT,Head of Data,243000,USD,243000,US,0,US,M
2024,EX,FT,Head of Data,163000,USD,163000,US,0,US,M
2024,MI,FT,Research Scientist,250000,USD,250000,US,0,US,M
2024,MI,FT,Research Scientist,190000,USD,190000,US,0,US,M
2024,SE,FT,Data Science,150000,USD,150000,US,100,US,M
2024,SE,FT,Data Science,90200,USD,90200,US,100,US,M
2024,MI,FT,Research Scientist,162000,USD,162000,US,0,US,M
2024,MI,FT,Research Scientist,128000,USD,128000,US,0,US,M
2024,SE,FT,Data Analyst,140000,USD,140000,US,0,US,M
2024,SE,FT,Data Analyst,107000,USD,107000,US,0,US,M
2024,MI,FT,Data Analyst,155700,USD,155700,US,0,US,M
2024,MI,FT,Data Analyst,75500,USD,75500,US,0,US,M
2024,EN,FT,Business Intelligence Analyst,111400,USD,111400,US,100,US,M
2024,EN,FT,Business Intelligence Analyst,62800,USD,62800,US,100,US,M
2024,SE,FT,Research Scientist,234000,USD,234000,US,0,US,M
2024,SE,FT,Research Scientist,146000,USD,146000,US,0,US,M
2024,MI,FT,Data Scientist,172000,USD,172000,US,0,US,M
2024,MI,FT,Data Scientist,75600,USD,75600,US,0,US,M
2024,SE,FT,Business Intelligence,204000,USD,204000,US,0,US,M
2024,SE,FT,Business Intelligence,105800,USD,105800,US,0,US,M
2024,SE,FT,Business Intelligence,246000,USD,246000,US,0,US,M
2024,SE,FT,Business Intelligence,132600,USD,132600,US,0,US,M
2024,SE,FT,Data Analyst,190000,USD,190000,US,0,US,M
2024,SE,FT,Data Analyst,152000,USD,152000,US,0,US,M
2024,SE,FT,Machine Learning Scientist,125000,USD,125000,US,100,US,M
2024,SE,FT,Machine Learning Scientist,110000,USD,110000,US,100,US,M
2024,MI,FT,Data Analyst,84105,USD,84105,US,0,US,M
2024,MI,FT,Data Analyst,76095,USD,76095,US,0,US,M
2024,MI,FT,Data Analytics Manager,203900,USD,203900,US,0,US,M
2024,MI,FT,Data Analytics Manager,116600,USD,116600,US,0,US,M
2024,SE,FT,Data Engineer,143706,USD,143706,US,100,US,M
2024,SE,FT,Data Engineer,84533,USD,84533,US,100,US,M
2024,SE,FT,Data Architect,201700,USD,201700,US,100,US,M
2024,SE,FT,Data Architect,122300,USD,122300,US,100,US,M
2024,MI,FT,Analytics Engineer,45600,EUR,50666,LT,0,LT,M
2024,MI,FT,Analytics Engineer,26400,EUR,29333,LT,0,LT,M
2024,SE,FT,Analytics Engineer,194000,USD,194000,US,100,US,M
2024,SE,FT,Analytics Engineer,96000,USD,96000,US,100,US,M
2024,SE,FT,Data Scientist,70000,EUR,77777,DE,0,DE,M
2024,SE,FT,Data Scientist,40000,EUR,44444,DE,0,DE,M
2024,SE,FT,Data Analyst,165000,USD,165000,US,100,US,M
2024,SE,FT,Data Analyst,165000,USD,165000,US,100,US,M
2024,SE,FT,Research Engineer,142200,USD,142200,US,0,US,M
2024,SE,FT,Research Engineer,116200,USD,116200,US,0,US,M
2024,SE,FT,Data Science,175000,USD,175000,US,0,US,M
2024,SE,FT,Data Science,100000,USD,100000,US,0,US,M
2024,MI,FT,Data Scientist,80000,USD,80000,US,0,US,M
2024,MI,FT,Data Scientist,52500,USD,52500,US,0,US,M
2024,SE,FT,Data Scientist,213000,USD,213000,US,0,US,M
2024,SE,FT,Data Scientist,120700,USD,120700,US,0,US,M
2024,SE,FT,Data Scientist,200000,USD,200000,US,100,US,M
2024,SE,FT,Data Scientist,160000,USD,160000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,169200,USD,169200,US,0,US,M
2024,SE,FT,Machine Learning Engineer,130100,USD,130100,US,0,US,M
2024,SE,FT,Data Architect,227000,USD,227000,US,0,US,M
